reportedyear,crime,Neighbourhood,Lat,Long
2014,Assault,Waterfront Communities-The Island (77),43.6377869,-79.3985443
2014,Assault,Birchcliffe-Cliffside (122),43.6814346,-79.2814178
2014,Assault,East End-Danforth (62),43.6781273,-79.301178
2014,Theft Over,South Riverdale (70),43.6648445,-79.3416061
2014,Break and Enter,Dorset Park (126),43.7558556,-79.2882538
2014,Assault,Wexford/Maryvale (119),43.7422447,-79.2934799
2014,Assault,Newtonbrook East (50),43.7878456,-79.4136353
2014,Assault,Newtonbrook East (50),43.7878456,-79.4136353
2014,Robbery,Dorset Park (126),43.7623558,-79.2860718
2014,Break and Enter,Kingsview Village-The Westway (6),43.7013283,-79.5486755
2014,Assault,Stonegate-Queensway (16),43.6373596,-79.4939194
2014,Break and Enter,Annex (95),43.6726723,-79.4037018
2014,Assault,Mount Olive-Silverstone-Jamestown (2),43.7367744,-79.5917053
2014,Assault,South Riverdale (70),43.6640892,-79.3520355
2014,Assault,South Riverdale (70),43.6640892,-79.3520355
2014,Assault,South Riverdale (70),43.6640892,-79.3520355
2014,Break and Enter,Willowdale East (51),43.7793198,-79.3975754
2014,Break and Enter,St.Andrew-Windfields (40),43.7549324,-79.3723145
2014,Robbery,Blake-Jones (69),43.6715126,-79.3407135
2014,Assault,Junction Area (90),43.6641388,-79.4594574
2014,Assault,Beechborough-Greenbrook (112),43.6917191,-79.4676971
2014,Assault,Little Portugal (84),43.651516,-79.42659
2014,Assault,South Riverdale (70),43.6605644,-79.3372726
2014,Assault,Cliffcrest (123),43.7159309,-79.2359543
2014,Break and Enter,Mount Pleasant East (99),43.7163773,-79.400444
2014,Assault,Glenfield-Jane Heights (25),43.7393913,-79.5132217
2014,Assault,Dovercourt-Wallace Emerson-Junction (93),43.6633987,-79.4392929
2014,Assault,Mount Olive-Silverstone-Jamestown (2),43.7419281,-79.5942078
2014,Break and Enter,Waterfront Communities-The Island (77),43.6475868,-79.3915787
2014,Assault,Maple Leaf (29),43.7063751,-79.4876709
2014,Assault,Kingsway South (15),43.6473656,-79.5113602
2014,Assault,Beechborough-Greenbrook (112),43.6917191,-79.4676971
2014,Assault,Beechborough-Greenbrook (112),43.6917191,-79.4676971
2014,Assault,Beechborough-Greenbrook (112),43.6917191,-79.4676971
2014,Robbery,Flemingdon Park (44),43.7099991,-79.3343964
2014,Break and Enter,Dovercourt-Wallace Emerson-Junction (93),43.663475,-79.418869
2014,Robbery,University (79),43.6630554,-79.4021072
2014,Assault,Moss Park (73),43.660656,-79.3748474
2014,Assault,Moss Park (73),43.660656,-79.3748474
2014,Assault,Trinity-Bellwoods (81),43.6500702,-79.4170685
2014,Assault,Trinity-Bellwoods (81),43.6500702,-79.4170685
2014,Assault,Downsview-Roding-CFB (26),43.7209167,-79.5086365
2014,Assault,Morningside (135),43.784832,-79.1954346
2014,Break and Enter,Kensington-Chinatown (78),43.6489716,-79.4047012
2014,Robbery,Glenfield-Jane Heights (25),43.7484741,-79.5071945
2014,Assault,Taylor-Massey (61),43.6960831,-79.2951355
2014,Robbery,Dovercourt-Wallace Emerson-Junction (93),43.6643562,-79.4345322
2014,Robbery,Keelesdale-Eglinton West (110),43.6800804,-79.4688492
2014,Assault,Maple Leaf (29),43.7178726,-79.4801254
2014,Break and Enter,Morningside (135),43.7871895,-79.2187424
2014,Assault,Weston (113),43.7026825,-79.5086441
2014,Assault,Old East York (58),43.6894341,-79.3488159
2014,Assault,Church-Yonge Corridor (75),43.6586685,-79.3819275
2014,Break and Enter,Islington-City Centre West (14),43.6101265,-79.5569077
2014,Assault,Steeles (116),43.8131294,-79.3267899
2014,Theft Over,Rosedale-Moore Park (98),43.6888657,-79.3767014
2014,Assault,Milliken (130),43.8176308,-79.291275
2014,Assault,Mount Pleasant West (104),43.6976852,-79.3888321
2014,Break and Enter,Annex (95),43.676693,-79.3974228
2014,Assault,Mount Pleasant West (104),43.7007294,-79.3900146
2014,Assault,Rustic (28),43.7075539,-79.5051117
2014,Robbery,Willowridge-Martingrove-Richview (7),43.6851044,-79.5713196
2014,Assault,Mimico (includes Humber Bay Shores) (17),43.6121063,-79.4898911
2014,Assault,Rouge (131),43.820446,-79.2223434
2014,Robbery,Etobicoke West Mall (13),43.6445541,-79.5672531
2014,Assault,Annex (95),43.6703262,-79.3909302
2014,Assault,Mount Dennis (115),43.6893806,-79.4962234
2014,Assault,Brookhaven-Amesbury (30),43.6970253,-79.4950714
2014,Break and Enter,Brookhaven-Amesbury (30),43.6970253,-79.4950714
2014,Robbery,York University Heights (27),43.7494965,-79.5022278
2014,Assault,Mimico (includes Humber Bay Shores) (17),43.6193657,-79.4880295
2014,Robbery,Woburn (137),43.7618561,-79.2158356
2014,Assault,Moss Park (73),43.6537323,-79.3732529
2014,Assault,Playter Estates-Danforth (67),43.6761017,-79.3594208
2014,Break and Enter,Highland Creek (134),43.7925491,-79.1814804
2014,Assault,Edenbridge-Humber Valley (9),43.6631012,-79.5201492
2014,Assault,Waterfront Communities-The Island (77),43.6462326,-79.3981476
2014,Assault,Annex (95),43.6666222,-79.4117889
2014,Break and Enter,Lawrence Park South (103),43.7171631,-79.3976898
2014,Assault,South Parkdale (85),43.6339531,-79.4347763
2014,Break and Enter,Newtonbrook East (50),43.7823143,-79.4130783
2014,Assault,Kennedy Park (124),43.7273941,-79.2526321
2014,Assault,Bayview Woods-Steeles (49),43.8004456,-79.3769836
2014,Break and Enter,Rosedale-Moore Park (98),43.6814346,-79.3913422
2014,Assault,Woodbine-Lumsden (60),43.6882324,-79.3092346
2014,Assault,Kennedy Park (124),43.7274132,-79.2659149
2014,Assault,Kingsview Village-The Westway (6),43.694252,-79.5586472
2014,Assault,Clairlea-Birchmount (120),43.7000847,-79.2867279
2014,Assault,Islington-City Centre West (14),43.651268,-79.5651779
2014,Assault,Islington-City Centre West (14),43.651268,-79.5651779
2014,Robbery,York University Heights (27),43.758625,-79.4928284
2014,Robbery,York University Heights (27),43.758625,-79.4928284
2014,Break and Enter,Woburn (137),43.7795486,-79.2329788
2014,Break and Enter,Palmerston-Little Italy (80),43.659935,-79.417511
2014,Break and Enter,University (79),43.6569824,-79.4052277
2014,Break and Enter,St.Andrew-Windfields (40),43.759922,-79.3892441
2014,Assault,Greenwood-Coxwell (65),43.6742897,-79.3238983
2014,Assault,Waterfront Communities-The Island (77),43.6439285,-79.4027023
2014,Assault,Greenwood-Coxwell (65),43.6788673,-79.3268204
2014,Assault,Greenwood-Coxwell (65),43.6788673,-79.3268204
2014,Robbery,Moss Park (73),43.6582947,-79.3710327
2014,Robbery,Moss Park (73),43.6582947,-79.3710327
2014,Assault,O'Connor-Parkview (54),43.7022209,-79.297287
2014,Robbery,Black Creek (24),43.7572365,-79.5177307
2014,Assault,Clanton Park (33),43.7506409,-79.4415665
2014,Assault,South Riverdale (70),43.6611824,-79.3427505
2014,Assault,South Riverdale (70),43.6611824,-79.3427505
2014,Assault,South Riverdale (70),43.6611824,-79.3427505
2014,Assault,South Riverdale (70),43.6611824,-79.3427505
2014,Assault,South Riverdale (70),43.6611824,-79.3427505
2014,Robbery,West Hill (136),43.7684097,-79.1862259
2014,Assault,Dorset Park (126),43.7698555,-79.2860107
2014,Assault,Mount Olive-Silverstone-Jamestown (2),43.7460251,-79.590538
2014,Break and Enter,Stonegate-Queensway (16),43.6359406,-79.4944153
2014,Assault,Wexford/Maryvale (119),43.7288933,-79.3043823
2014,Assault,Edenbridge-Humber Valley (9),43.6767731,-79.5124512
2014,Assault,Palmerston-Little Italy (80),43.6588249,-79.4139709
2014,Assault,West Humber-Clairville (1),43.7173195,-79.5958252
2014,Assault,Yorkdale-Glen Park (31),43.7248802,-79.4482651
2014,Assault,Kennedy Park (124),43.7327728,-79.2645569
2014,Break and Enter,Woodbine Corridor (64),43.6691132,-79.3116455
2014,Assault,Bayview Village (52),43.7676239,-79.3773727
2014,Robbery,Eglinton East (138),43.733696,-79.2617798
2014,Robbery,Eglinton East (138),43.733696,-79.2617798
2014,Theft Over,East End-Danforth (62),43.6866455,-79.3085632
2014,Assault,Victoria Village (43),43.7323837,-79.3103485
2014,Break and Enter,Long Branch (19),43.5977631,-79.5308228
2014,Assault,Church-Yonge Corridor (75),43.6628265,-79.3797531
2014,Assault,Kensington-Chinatown (78),43.6483269,-79.3984146
2014,Assault,Willowridge-Martingrove-Richview (7),43.6814995,-79.5632019
2014,Assault,Eringate-Centennial-West Deane (11),43.6599083,-79.5833282
2014,Break and Enter,New Toronto (18),43.5972099,-79.5213165
2014,Assault,Waterfront Communities-The Island (77),43.6377869,-79.3985443
2014,Assault,Kingsview Village-The Westway (6),43.694252,-79.5586472
2014,Break and Enter,Englemount-Lawrence (32),43.7189484,-79.4354782
2014,Assault,Oakridge (121),43.693058,-79.2800522
2014,Break and Enter,Yonge-St.Clair (97),43.6902275,-79.4012146
2014,Assault,Greenwood-Coxwell (65),43.6748657,-79.3213272
2014,Assault,Clairlea-Birchmount (120),43.7232933,-79.2857361
2014,Assault,Rouge (131),43.8184433,-79.2119064
2014,Assault,Mount Olive-Silverstone-Jamestown (2),43.756237,-79.5883484
2014,Assault,Kensington-Chinatown (78),43.6471901,-79.404007
2014,Assault,Annex (95),43.6639481,-79.4185715
2014,Assault,East End-Danforth (62),43.6895409,-79.3061218
2014,Assault,East End-Danforth (62),43.6895409,-79.3061218
2014,Break and Enter,Rosedale-Moore Park (98),43.6773834,-79.3897018
2014,Assault,Parkwoods-Donalda (45),43.7509193,-79.3156357
2014,Assault,University (79),43.6638527,-79.4024124
2014,Assault,University (79),43.6638527,-79.4024124
2014,Assault,University (79),43.6638527,-79.4024124
2014,Assault,University (79),43.6638527,-79.4024124
2014,Assault,Thorncliffe Park (55),43.7032127,-79.3466263
2014,Robbery,Black Creek (24),43.764473,-79.5269165
2014,Assault,Agincourt South-Malvern West (128),43.782032,-79.2683182
2014,Assault,Mimico (includes Humber Bay Shores) (17),43.620491,-79.502655
2014,Robbery,Etobicoke West Mall (13),43.6445541,-79.5672531
2014,Assault,L'Amoreaux (117),43.7931099,-79.3314133
2014,Assault,North St.James Town (74),43.6712799,-79.3754196
2014,Break and Enter,Black Creek (24),43.7733574,-79.5251846
2014,Break and Enter,York University Heights (27),43.7782784,-79.4884109
2014,Break and Enter,Wexford/Maryvale (119),43.7307129,-79.288765
2014,Assault,Annex (95),43.6703377,-79.4122238
2014,Assault,Annex (95),43.6703377,-79.4122238
2014,Break and Enter,Casa Loma (96),43.6831703,-79.4183044
2014,Assault,Scarborough Village (139),43.7406616,-79.2178497
2014,Robbery,Mount Olive-Silverstone-Jamestown (2),43.741787,-79.5933151
2014,Assault,Oakwood Village (107),43.6944466,-79.4443359
2014,Assault,Eglinton East (138),43.7415695,-79.2610626
2014,Assault,West Humber-Clairville (1),43.7436447,-79.6039124
2014,Assault,Clairlea-Birchmount (120),43.7120476,-79.2810059
2014,Break and Enter,Lawrence Park South (103),43.7218094,-79.3996201
2014,Robbery,Danforth East York (59),43.6905632,-79.3175201
2014,Assault,Annex (95),43.6671638,-79.4015427
2014,Assault,Junction Area (90),43.6638145,-79.4650574
2014,Assault,Junction Area (90),43.6638145,-79.4650574
2014,Break and Enter,Cliffcrest (123),43.7187653,-79.251297
2014,Assault,Glenfield-Jane Heights (25),43.7548561,-79.5170746
2014,Assault,Brookhaven-Amesbury (30),43.6952248,-79.4876251
2014,Break and Enter,South Riverdale (70),43.6598663,-79.3454666
2014,Assault,Beechborough-Greenbrook (112),43.6963425,-79.4730911
2014,Break and Enter,L'Amoreaux (117),43.7977409,-79.3016815
2014,Robbery,Glenfield-Jane Heights (25),43.7467422,-79.5264206
2014,Assault,Kensington-Chinatown (78),43.653347,-79.3961639
2014,Robbery,Kensington-Chinatown (78),43.6545067,-79.3903809
2014,Assault,Briar Hill-Belgravia (108),43.6964073,-79.450798
2014,Assault,Pleasant View (46),43.7966499,-79.3396683
2014,Assault,Don Valley Village (47),43.7758369,-79.3437195
2014,Assault,Mount Pleasant West (104),43.7067337,-79.3983688
2014,Break and Enter,Pleasant View (46),43.7777138,-79.3283768
2014,Assault,Rosedale-Moore Park (98),43.6702271,-79.3867874
2014,Assault,Bay Street Corridor (76),43.6511726,-79.3813324
2014,Assault,Eringate-Centennial-West Deane (11),43.6392059,-79.5843658
2014,Assault,Eringate-Centennial-West Deane (11),43.6392059,-79.5843658
2014,Assault,Bendale (127),43.7537689,-79.2631149
2014,Assault,Bendale (127),43.7537689,-79.2631149
2014,Assault,Weston-Pellam Park (91),43.6763763,-79.4609299
2014,Assault,L'Amoreaux (117),43.7758904,-79.3204041
2014,Assault,Rexdale-Kipling (4),43.7244873,-79.5607681
2014,Assault,Mount Olive-Silverstone-Jamestown (2),43.7312965,-79.5851288
2014,Break and Enter,Downsview-Roding-CFB (26),43.7193069,-79.5160141
2014,Assault,Eglinton East (138),43.7441711,-79.2447968
2014,Assault,Yorkdale-Glen Park (31),43.7098732,-79.4441681
2014,Assault,Centennial Scarborough (133),43.777874,-79.1467285
2014,Assault,West Hill (136),43.7630692,-79.1937714
2014,Assault,Scarborough Village (139),43.7451057,-79.2197266
2014,Assault,Scarborough Village (139),43.7451057,-79.2197266
2014,Break and Enter,Humber Summit (21),43.7562561,-79.5600281
2014,Assault,Moss Park (73),43.6545258,-79.3694611
2014,Assault,Woburn (137),43.7639694,-79.2047806
2014,Assault,Old East York (58),43.690094,-79.3453674
2014,Assault,Eglinton East (138),43.7370987,-79.2461624
2014,Robbery,Old East York (58),43.690094,-79.3453674
2014,Assault,Corso Italia-Davenport (92),43.6765594,-79.4494247
2014,Assault,Briar Hill-Belgravia (108),43.6959,-79.4493332
2014,Break and Enter,Clanton Park (33),43.733387,-79.4528656
2014,Assault,Roncesvalles (86),43.6408424,-79.4354095
2014,Assault,Mount Dennis (115),43.6875725,-79.4909134
2014,Assault,Mount Dennis (115),43.6875725,-79.4909134
2014,Assault,Caledonia-Fairbank (109),43.689003,-79.4605484
2014,Break and Enter,Lawrence Park North (105),43.7339745,-79.3997345
2014,Break and Enter,Willowdale West (37),43.7703781,-79.4421387
2014,Assault,Woodbine-Lumsden (60),43.6939278,-79.3103714
2014,Assault,Little Portugal (84),43.6430969,-79.4243698
2014,Break and Enter,Dufferin Grove (83),43.6583481,-79.4347763
2014,Assault,Trinity-Bellwoods (81),43.6447258,-79.4162979
2014,Assault,Rustic (28),43.715744,-79.5047607
2014,Assault,Waterfront Communities-The Island (77),43.6416435,-79.3919067
2014,Assault,Moss Park (73),43.6548576,-79.3679428
2014,Assault,Little Portugal (84),43.6425133,-79.4271545
2014,Assault,Willowdale East (51),43.7665977,-79.4036484
2014,Assault,Willowdale East (51),43.7665977,-79.4036484
2014,Assault,Corso Italia-Davenport (92),43.6765594,-79.4494247
2014,Assault,Corso Italia-Davenport (92),43.6765594,-79.4494247
2014,Assault,West Humber-Clairville (1),43.7310677,-79.5950241
2014,Assault,Victoria Village (43),43.73909,-79.3100662
2014,Assault,Glenfield-Jane Heights (25),43.7421341,-79.5115967
2014,Assault,Bedford Park-Nortown (39),43.739872,-79.4216461
2014,Assault,Bedford Park-Nortown (39),43.739872,-79.4216461
2014,Assault,South Riverdale (70),43.6605644,-79.3372726
2014,Break and Enter,Humber Summit (21),43.7618828,-79.572052
2014,Assault,Kennedy Park (124),43.7288933,-79.2557144
2014,Robbery,Church-Yonge Corridor (75),43.6590996,-79.3821182
2014,Assault,Greenwood-Coxwell (65),43.6742897,-79.3238983
2014,Assault,Humber Summit (21),43.7520943,-79.5423813
2014,Robbery,West Humber-Clairville (1),43.7310677,-79.5950241
2014,Robbery,West Humber-Clairville (1),43.7310677,-79.5950241
2014,Assault,Bay Street Corridor (76),43.647522,-79.3854599
2014,Assault,University (79),43.6593018,-79.4024811
2014,Break and Enter,St.Andrew-Windfields (40),43.7503357,-79.3790131
2014,Robbery,Parkwoods-Donalda (45),43.7595215,-79.3327026
2014,Robbery,Church-Yonge Corridor (75),43.6590996,-79.3821182
2014,Assault,Rouge (131),43.8263245,-79.2209091
2014,Assault,West Humber-Clairville (1),43.6867599,-79.5955658
2014,Assault,West Humber-Clairville (1),43.6867599,-79.5955658
2014,Assault,Danforth (66),43.6814842,-79.3323822
2014,Assault,Taylor-Massey (61),43.6926155,-79.3023682
2014,Assault,West Humber-Clairville (1),43.71912,-79.58255
2014,Assault,Downsview-Roding-CFB (26),43.7463875,-79.4820404
2014,Assault,Bedford Park-Nortown (39),43.7393761,-79.4238663
2014,Assault,Church-Yonge Corridor (75),43.6565018,-79.3771439
2014,Break and Enter,Woodbine-Lumsden (60),43.6902428,-79.306427
2014,Break and Enter,Markland Wood (12),43.6314545,-79.57061
2014,Theft Over,Caledonia-Fairbank (109),43.69067,-79.4612579
2014,Break and Enter,Danforth (66),43.6814842,-79.3323822
2014,Break and Enter,Hillcrest Village (48),43.7994156,-79.3667755
2014,Break and Enter,Greenwood-Coxwell (65),43.6718445,-79.3239899
2014,Assault,Lawrence Park North (105),43.7307396,-79.4043732
2014,Robbery,Oakridge (121),43.6969986,-79.2854004
2014,Robbery,Humbermede (22),43.7386208,-79.5423203
2014,Robbery,Humbermede (22),43.7386208,-79.5423203
2014,Break and Enter,Kensington-Chinatown (78),43.6519279,-79.4028473
2014,Assault,Waterfront Communities-The Island (77),43.6429138,-79.3814774
2014,Robbery,Agincourt South-Malvern West (128),43.7832909,-79.2882614
2014,Assault,Rockcliffe-Smythe (111),43.6816101,-79.4767532
2014,Assault,Rockcliffe-Smythe (111),43.6816101,-79.4767532
2014,Assault,Woburn (137),43.7513962,-79.2245636
2014,Break and Enter,Rouge (131),43.7989998,-79.1567001
2014,Robbery,Dorset Park (126),43.7600594,-79.2848511
2014,Robbery,Dorset Park (126),43.7600594,-79.2848511
2014,Assault,Agincourt South-Malvern West (128),43.7853508,-79.2785721
2014,Break and Enter,Annex (95),43.6758118,-79.4025955
2014,Break and Enter,Bedford Park-Nortown (39),43.7257957,-79.4312592
2014,Assault,Bayview Village (52),43.7768822,-79.3664246
2014,Assault,Downsview-Roding-CFB (26),43.7318192,-79.5112762
2014,Assault,Downsview-Roding-CFB (26),43.7318192,-79.5112762
2014,Assault,Dovercourt-Wallace Emerson-Junction (93),43.6659927,-79.4500656
2014,Robbery,Dovercourt-Wallace Emerson-Junction (93),43.6659927,-79.4500656
2014,Assault,Kingsview Village-The Westway (6),43.695797,-79.5521545
2014,Break and Enter,South Riverdale (70),43.6700897,-79.3317184
2014,Assault,Dorset Park (126),43.7506104,-79.2681274
2014,Break and Enter,Mount Pleasant West (104),43.7067337,-79.3983688
2014,Break and Enter,Wexford/Maryvale (119),43.7472458,-79.3062363
2014,Assault,Newtonbrook West (36),43.7910843,-79.4430466
2014,Break and Enter,Runnymede-Bloor West Village (89),43.649334,-79.4844818
2014,Break and Enter,Annex (95),43.6731529,-79.4143906
2014,Robbery,Dorset Park (126),43.7612991,-79.2794571
2014,Break and Enter,O'Connor-Parkview (54),43.7022209,-79.297287
2014,Assault,O'Connor-Parkview (54),43.7022209,-79.297287
2014,Assault,Kingsview Village-The Westway (6),43.6967163,-79.5607147
2014,Assault,Eglinton East (138),43.7360458,-79.2587738
2014,Robbery,Church-Yonge Corridor (75),43.6579094,-79.3815842
2014,Robbery,Church-Yonge Corridor (75),43.6579094,-79.3815842
2014,Assault,South Riverdale (70),43.6632423,-79.3302231
2014,Robbery,L'Amoreaux (117),43.7931099,-79.3314133
2014,Break and Enter,South Riverdale (70),43.6574783,-79.3320084
2014,Robbery,Eglinton East (138),43.7416115,-79.2397308
2014,Break and Enter,Roncesvalles (86),43.6473427,-79.4438782
2014,Break and Enter,Woodbine-Lumsden (60),43.6892662,-79.3133163
2014,Assault,Dorset Park (126),43.7715759,-79.2859497
2014,Assault,Roncesvalles (86),43.6410294,-79.4345169
2014,Assault,North Riverdale (68),43.6654892,-79.352623
2014,Assault,Wexford/Maryvale (119),43.7483444,-79.3079987
2014,Assault,Wexford/Maryvale (119),43.7483444,-79.3079987
2014,Break and Enter,Bendale (127),43.7428856,-79.2628708
2014,Assault,Danforth East York (59),43.6873474,-79.3252869
2014,Robbery,East End-Danforth (62),43.6839523,-79.3001556
2014,Break and Enter,Don Valley Village (47),43.7906189,-79.3523636
2014,Assault,Mount Pleasant East (99),43.6993027,-79.3867416
2014,Assault,Rexdale-Kipling (4),43.7281418,-79.5746613
2014,Assault,West Hill (136),43.7747421,-79.1886597
2014,Break and Enter,Corso Italia-Davenport (92),43.6747322,-79.4417496
2014,Assault,New Toronto (18),43.6012611,-79.5030289
2014,Break and Enter,Willowdale East (51),43.7700386,-79.3965302
2014,Robbery,Church-Yonge Corridor (75),43.66465,-79.3805237
2014,Robbery,Church-Yonge Corridor (75),43.66465,-79.3805237
2014,Assault,Scarborough Village (139),43.7399826,-79.2279282
2014,Assault,South Riverdale (70),43.6605644,-79.3372726
2014,Break and Enter,Kensington-Chinatown (78),43.6552353,-79.4023361
2014,Break and Enter,High Park North (88),43.6582069,-79.4529572
2014,Break and Enter,Broadview North (57),43.6930542,-79.3512421
2014,Break and Enter,Eglinton East (138),43.7457047,-79.2360992
2014,Break and Enter,Clairlea-Birchmount (120),43.7240486,-79.2824554
2014,Break and Enter,Little Portugal (84),43.6412392,-79.4228516
2014,Robbery,Moss Park (73),43.6582947,-79.3710327
2014,Assault,Rouge (131),43.7991753,-79.1556702
2014,Assault,Glenfield-Jane Heights (25),43.7396736,-79.5096817
2014,Break and Enter,Islington-City Centre West (14),43.6460152,-79.5372009
2014,Break and Enter,Lansing-Westgate (38),43.7435608,-79.4355927
2014,Assault,South Riverdale (70),43.6635323,-79.3289948
2014,Assault,Waterfront Communities-The Island (77),43.644455,-79.4000931
2014,Assault,West Humber-Clairville (1),43.6902161,-79.5770645
2014,Assault,Humbermede (22),43.7509613,-79.5411224
2014,Assault,Kennedy Park (124),43.7307701,-79.2577362
2014,Assault,St.Andrew-Windfields (40),43.7473068,-79.4074478
2014,Break and Enter,Woburn (137),43.7677269,-79.2277222
2014,Robbery,Eringate-Centennial-West Deane (11),43.6429214,-79.5743637
2014,Assault,Newtonbrook West (36),43.7738609,-79.4430084
2014,Assault,New Toronto (18),43.5972099,-79.5213165
2014,Robbery,Mount Dennis (115),43.6888924,-79.5040054
2014,Robbery,Mount Dennis (115),43.6888924,-79.5040054
2014,Break and Enter,Bayview Woods-Steeles (49),43.7932892,-79.3820877
2014,Assault,Eglinton East (138),43.7432327,-79.2450638
2014,Robbery,Eglinton East (138),43.7432327,-79.2450638
2014,Break and Enter,Wexford/Maryvale (119),43.7461014,-79.2912674
2014,Robbery,Eglinton East (138),43.7432327,-79.2450638
2014,Robbery,Eglinton East (138),43.7432327,-79.2450638
2014,Assault,Rouge (131),43.8069458,-79.1840744
2014,Assault,Bendale (127),43.7525291,-79.2519379
2014,Robbery,Dovercourt-Wallace Emerson-Junction (93),43.6592255,-79.4430466
2014,Robbery,Dovercourt-Wallace Emerson-Junction (93),43.6592255,-79.4430466
2014,Assault,Moss Park (73),43.6556091,-79.3727646
2014,Break and Enter,Newtonbrook East (50),43.7986755,-79.4170837
2014,Assault,Danforth East York (59),43.6923981,-79.3162308
2014,Assault,Wychwood (94),43.6736374,-79.423439
2014,Assault,Guildwood (140),43.7532654,-79.1872253
2014,Assault,Guildwood (140),43.7532654,-79.1872253
2014,Assault,Church-Yonge Corridor (75),43.6540642,-79.3799744
2014,Assault,Greenwood-Coxwell (65),43.6724739,-79.3212357
2014,Break and Enter,Don Valley Village (47),43.7838974,-79.3528824
2014,Assault,Willowdale East (51),43.7769508,-79.4148483
2014,Break and Enter,Stonegate-Queensway (16),43.6450958,-79.5128708
2014,Break and Enter,Eglinton East (138),43.7399254,-79.2455292
2014,Break and Enter,Birchcliffe-Cliffside (122),43.6837769,-79.2852783
2014,Break and Enter,Annex (95),43.6671638,-79.4015427
2014,Robbery,Don Valley Village (47),43.7902794,-79.3541565
2014,Break and Enter,Humber Summit (21),43.7625618,-79.5560989
2014,Assault,Humewood-Cedarvale (106),43.6867065,-79.4298859
2014,Break and Enter,Cabbagetown-South St.James Town (71),43.6624222,-79.3767166
2014,Assault,Parkwoods-Donalda (45),43.7603607,-79.3195724
2014,Assault,Parkwoods-Donalda (45),43.7652893,-79.3469543
2014,Break and Enter,Waterfront Communities-The Island (77),43.6390228,-79.3924332
2014,Assault,Waterfront Communities-The Island (77),43.6451225,-79.365593
2014,Break and Enter,Rosedale-Moore Park (98),43.6778564,-79.3899002
2014,Assault,East End-Danforth (62),43.6894531,-79.2960587
2014,Assault,Morningside (135),43.784832,-79.1954346
2014,Assault,Church-Yonge Corridor (75),43.6524696,-79.375473
2014,Assault,North St.James Town (74),43.6713295,-79.3737259
2014,Assault,North St.James Town (74),43.6713295,-79.3737259
2014,Theft Over,Milliken (130),43.8358841,-79.2543335
2014,Break and Enter,Victoria Village (43),43.7383575,-79.3097839
2014,Assault,Bendale (127),43.7679291,-79.2711105
2014,Assault,Danforth (66),43.6814842,-79.3323822
2014,Robbery,Wychwood (94),43.6775475,-79.4274445
2014,Robbery,Victoria Village (43),43.7189102,-79.3044662
2014,Robbery,Kennedy Park (124),43.7327728,-79.2645569
2014,Break and Enter,Birchcliffe-Cliffside (122),43.6867905,-79.2790146
2014,Break and Enter,Bathurst Manor (34),43.7577782,-79.4390411
2014,Robbery,University (79),43.657383,-79.4031982
2014,Robbery,Downsview-Roding-CFB (26),43.7206345,-79.5141525
2014,Assault,University (79),43.6598091,-79.4090881
2014,Break and Enter,Rosedale-Moore Park (98),43.6708069,-79.3842087
2014,Assault,Trinity-Bellwoods (81),43.644207,-79.4188614
2014,Assault,Agincourt North (129),43.8003654,-79.2781982
2014,Robbery,Kingsway South (15),43.6463814,-79.5158081
2014,Assault,West Humber-Clairville (1),43.7237549,-79.6169281
2014,Assault,West Humber-Clairville (1),43.7237549,-79.6169281
2014,Break and Enter,Kennedy Park (124),43.7227173,-79.2556305
2014,Assault,Bendale (127),43.7684288,-79.2688065
2014,Assault,Danforth (66),43.6814842,-79.3323822
2014,Robbery,Black Creek (24),43.7559319,-79.5242844
2014,Robbery,Black Creek (24),43.7559319,-79.5242844
2014,Assault,Englemount-Lawrence (32),43.7173271,-79.4383698
2014,Assault,Englemount-Lawrence (32),43.7173271,-79.4383698
2014,Robbery,Annex (95),43.6648865,-79.4124374
2014,Assault,Woburn (137),43.7654228,-79.2489548
2014,Robbery,Beechborough-Greenbrook (112),43.690979,-79.4715118
2014,Assault,Wychwood (94),43.678688,-79.4355545
2014,Break and Enter,Waterfront Communities-The Island (77),43.6478386,-79.3707886
2014,Assault,Kennedy Park (124),43.7273941,-79.2526321
2014,Assault,Woodbine-Lumsden (60),43.6952972,-79.3122787
2014,Break and Enter,Dorset Park (126),43.7498932,-79.2730255
2014,Assault,Wexford/Maryvale (119),43.7269974,-79.2914658
2014,Assault,Palmerston-Little Italy (80),43.654911,-79.4202728
2014,Assault,Oakwood Village (107),43.688343,-79.4448395
2014,Theft Over,Islington-City Centre West (14),43.6177788,-79.5612564
2014,Assault,Pleasant View (46),43.7783699,-79.3348312
2014,Assault,Flemingdon Park (44),43.7099991,-79.3343964
2014,Assault,Taylor-Massey (61),43.6926155,-79.3023682
2014,Assault,Taylor-Massey (61),43.6926155,-79.3023682
2014,Break and Enter,Little Portugal (84),43.649559,-79.4281235
2014,Assault,Dovercourt-Wallace Emerson-Junction (93),43.6669655,-79.4453125
2014,Assault,Keelesdale-Eglinton West (110),43.6845589,-79.4700546
2014,Assault,South Riverdale (70),43.6628075,-79.3322601
2014,Assault,Niagara (82),43.6400108,-79.4144669
2014,Assault,Dovercourt-Wallace Emerson-Junction (93),43.6640549,-79.4317169
2014,Assault,Downsview-Roding-CFB (26),43.7315254,-79.4628754
