reportedyear,crime,Neighbourhood,Lat,Long
2014,Theft Over,Islington-City Centre West (14),43.6192932,-79.5340576
2014,Assault,Leaside-Bennington (56),43.7143135,-79.3703537
2014,Assault,Leaside-Bennington (56),43.7143135,-79.3703537
2014,Assault,Leaside-Bennington (56),43.7143135,-79.3703537
2014,Assault,Mimico (includes Humber Bay Shores) (17),43.6120872,-79.5158234
2014,Assault,Mimico (includes Humber Bay Shores) (17),43.6120872,-79.5158234
2014,Assault,Downsview-Roding-CFB (26),43.7190781,-79.5081558
2014,Break and Enter,Etobicoke West Mall (13),43.6360931,-79.5679398
2014,Break and Enter,The Beaches (63),43.671402,-79.2935257
2014,Theft Over,Don Valley Village (47),43.7800331,-79.349762
2014,Break and Enter,East End-Danforth (62),43.6839523,-79.3001556
2014,Assault,Kensington-Chinatown (78),43.6529465,-79.3980484
2014,Assault,Waterfront Communities-The Island (77),43.6493301,-79.3661118
2014,Break and Enter,Yonge-St.Clair (97),43.6873169,-79.3979721
2014,Break and Enter,Mount Pleasant East (99),43.7086563,-79.3888779
2014,Assault,Downsview-Roding-CFB (26),43.7190781,-79.5081558
2014,Assault,Eglinton East (138),43.7378197,-79.2377853
2014,Assault,East End-Danforth (62),43.6881485,-79.3018341
2014,Assault,East End-Danforth (62),43.6881485,-79.3018341
2014,Assault,Rustic (28),43.7083855,-79.5003052
2014,Assault,Lawrence Park North (105),43.7274361,-79.4028397
2014,Assault,Runnymede-Bloor West Village (89),43.6502075,-79.4804688
2014,Assault,Waterfront Communities-The Island (77),43.6460571,-79.3923264
2014,Assault,Pelmo Park-Humberlea (23),43.7097473,-79.5077744
2014,Robbery,Morningside (135),43.7714539,-79.2087479
2014,Assault,Waterfront Communities-The Island (77),43.6465149,-79.3939362
2014,Assault,Waterfront Communities-The Island (77),43.6465149,-79.3939362
2014,Theft Over,Steeles (116),43.8106651,-79.3392105
2014,Assault,Rouge (131),43.8002243,-79.1507645
2014,Assault,Rouge (131),43.8002243,-79.1507645
2014,Assault,Rouge (131),43.8002243,-79.1507645
2014,Break and Enter,Markland Wood (12),43.6314774,-79.5797043
2014,Assault,Bendale (127),43.7736168,-79.2611313
2014,Assault,Woburn (137),43.7725296,-79.249855
2014,Break and Enter,Leaside-Bennington (56),43.7003479,-79.3671951
2014,Assault,Rexdale-Kipling (4),43.7302322,-79.5712128
2014,Robbery,Eglinton East (138),43.7402649,-79.2320557
2014,Assault,Rockcliffe-Smythe (111),43.6716728,-79.4937515
2014,Robbery,Dovercourt-Wallace Emerson-Junction (93),43.6598854,-79.4353638
2014,Assault,Downsview-Roding-CFB (26),43.7428703,-79.4860001
2014,Assault,Rouge (131),43.8048553,-79.1707382
2014,Break and Enter,Black Creek (24),43.7674904,-79.5225372
2014,Break and Enter,Kensington-Chinatown (78),43.6517258,-79.3984451
2014,Assault,Roncesvalles (86),43.6429634,-79.436264
2014,Assault,Downsview-Roding-CFB (26),43.7255173,-79.5132065
2014,Theft Over,Old East York (58),43.6958847,-79.3199158
2014,Break and Enter,The Beaches (63),43.6699181,-79.3023758
2014,Assault,L'Amoreaux (117),43.7777443,-79.324173
2014,Assault,Weston (113),43.6998215,-79.5153656
2014,Assault,Malvern (132),43.7999001,-79.2033691
2014,Theft Over,New Toronto (18),43.6006737,-79.5262375
2014,Break and Enter,Annex (95),43.670311,-79.405304
2014,Break and Enter,Clairlea-Birchmount (120),43.7148476,-79.2608719
2014,Assault,Kensington-Chinatown (78),43.6538849,-79.4017792
2014,Assault,Kensington-Chinatown (78),43.6538849,-79.4017792
2014,Robbery,Markland Wood (12),43.6304665,-79.5760574
2014,Robbery,West Hill (136),43.7587128,-79.1906586
2014,Assault,Newtonbrook East (50),43.7797699,-79.4155731
2014,Assault,Willowdale East (51),43.7643013,-79.4116364
2014,Assault,Scarborough Village (139),43.7443428,-79.213768
2014,Break and Enter,Cabbagetown-South St.James Town (71),43.6633911,-79.3721619
2014,Assault,Newtonbrook East (50),43.7840843,-79.3959503
2014,Theft Over,Weston (113),43.7032242,-79.5258636
2014,Assault,West Hill (136),43.7654495,-79.1994705
2014,Assault,Woburn (137),43.7577248,-79.2352676
2014,Assault,Woburn (137),43.7577248,-79.2352676
2014,Assault,Glenfield-Jane Heights (25),43.7492294,-79.5104523
2014,Assault,Beechborough-Greenbrook (112),43.6928749,-79.4701538
2014,Break and Enter,Playter Estates-Danforth (67),43.6806107,-79.3591156
2014,Assault,Woodbine Corridor (64),43.6791573,-79.3135757
2014,Assault,Weston-Pellam Park (91),43.6741982,-79.4600143
2014,Assault,Clairlea-Birchmount (120),43.7232933,-79.2857361
2014,Assault,Trinity-Bellwoods (81),43.6515579,-79.4097214
2014,Break and Enter,Westminster-Branson (35),43.7836876,-79.4513321
2014,Assault,East End-Danforth (62),43.6830864,-79.3041763
2014,Theft Over,Edenbridge-Humber Valley (9),43.6696358,-79.5228424
2014,Robbery,North Riverdale (68),43.6712685,-79.3545303
2014,Robbery,Keelesdale-Eglinton West (110),43.6887932,-79.4637299
2014,Robbery,Keelesdale-Eglinton West (110),43.6887932,-79.4637299
2014,Robbery,Keelesdale-Eglinton West (110),43.6887932,-79.4637299
2014,Assault,Morningside (135),43.7826042,-79.2049789
2014,Assault,L'Amoreaux (117),43.7968063,-79.3304596
2014,Assault,Edenbridge-Humber Valley (9),43.6663933,-79.532959
2014,Assault,Corso Italia-Davenport (92),43.6789246,-79.4387741
2014,Break and Enter,Kingsway South (15),43.6496429,-79.5083847
2014,Break and Enter,Willowridge-Martingrove-Richview (7),43.6854439,-79.5300751
2014,Robbery,East End-Danforth (62),43.6807938,-79.3107529
2014,Robbery,Humbermede (22),43.7413521,-79.543045
2014,Robbery,Humbermede (22),43.7413521,-79.543045
2014,Robbery,Humbermede (22),43.7413521,-79.543045
2014,Robbery,Humbermede (22),43.7413521,-79.543045
2014,Robbery,Humbermede (22),43.7413521,-79.543045
2014,Assault,Weston (113),43.7017021,-79.5142441
2014,Assault,Mount Olive-Silverstone-Jamestown (2),43.7320251,-79.5894241
2014,Robbery,Briar Hill-Belgravia (108),43.6928444,-79.4630508
2014,Robbery,Moss Park (73),43.6545258,-79.3694611
2014,Break and Enter,Dorset Park (126),43.7505608,-79.269783
2014,Break and Enter,Dorset Park (126),43.7505608,-79.269783
2014,Assault,Waterfront Communities-The Island (77),43.6452789,-79.3892441
2014,Assault,Birchcliffe-Cliffside (122),43.7082901,-79.2484055
2014,Assault,West Hill (136),43.7640877,-79.179245
2014,Theft Over,Briar Hill-Belgravia (108),43.7008553,-79.4476929
2014,Assault,Lawrence Park North (105),43.733902,-79.4044571
2014,Break and Enter,Eringate-Centennial-West Deane (11),43.6549492,-79.5642776
2014,Assault,Mimico (includes Humber Bay Shores) (17),43.6120872,-79.5158234
2014,Break and Enter,Clanton Park (33),43.735714,-79.4420319
2014,Break and Enter,Islington-City Centre West (14),43.6450539,-79.5367889
2014,Assault,West Hill (136),43.7676544,-79.1896133
2014,Assault,Lansing-Westgate (38),43.7618408,-79.4134598
2014,Break and Enter,Victoria Village (43),43.7221909,-79.3036575
2014,Assault,Church-Yonge Corridor (75),43.6686325,-79.386116
2014,Break and Enter,Princess-Rosethorn (10),43.663578,-79.5338669
2014,Assault,Junction Area (90),43.6608353,-79.4765549
2014,Assault,University (79),43.6641121,-79.3984451
2014,Assault,Don Valley Village (47),43.7854195,-79.3507309
2014,Assault,Weston-Pellam Park (91),43.6701012,-79.4583359
2014,Robbery,Oakridge (121),43.6932449,-79.2872391
2014,Robbery,Oakridge (121),43.6932449,-79.2872391
2014,Assault,Waterfront Communities-The Island (77),43.6390228,-79.3924332
2014,Assault,Kensington-Chinatown (78),43.6485405,-79.3974152
2014,Assault,Kennedy Park (124),43.7274628,-79.2526016
2014,Assault,Kennedy Park (124),43.7274628,-79.2526016
2014,Theft Over,St.Andrew-Windfields (40),43.7610512,-79.3834457
2014,Break and Enter,Oakridge (121),43.6928215,-79.2811203
2014,Theft Over,Church-Yonge Corridor (75),43.6639061,-79.3841553
2014,Assault,Clairlea-Birchmount (120),43.7279472,-79.2827606
2014,Assault,Woburn (137),43.7764397,-79.2317581
2014,Assault,Downsview-Roding-CFB (26),43.7247734,-79.5104294
2014,Assault,New Toronto (18),43.6013603,-79.5149918
2014,Assault,Black Creek (24),43.7590179,-79.5177765
2014,Break and Enter,Waterfront Communities-The Island (77),43.6403046,-79.3983765
2014,Assault,Niagara (82),43.6344452,-79.4087448
2014,Theft Over,Waterfront Communities-The Island (77),43.6468544,-79.3983917
2014,Break and Enter,Bendale (127),43.7484398,-79.2485504
2014,Assault,Waterfront Communities-The Island (77),43.6475716,-79.3884048
2014,Theft Over,Eglinton East (138),43.7370987,-79.2461624
2014,Break and Enter,Cabbagetown-South St.James Town (71),43.6702614,-79.3704071
2014,Assault,Waterfront Communities-The Island (77),43.6394043,-79.3980026
2014,Break and Enter,Scarborough Village (139),43.7451057,-79.2197266
2014,Break and Enter,Annex (95),43.6748581,-79.4071198
2014,Assault,Waterfront Communities-The Island (77),43.6483955,-79.39328
2014,Assault,Kensington-Chinatown (78),43.6524124,-79.3906631
2014,Break and Enter,Church-Yonge Corridor (75),43.6481552,-79.3760452
2014,Assault,Willowdale East (51),43.760334,-79.4093781
2014,Assault,East End-Danforth (62),43.6894531,-79.2960587
2014,Assault,Hillcrest Village (48),43.8060379,-79.3673172
2014,Assault,Hillcrest Village (48),43.8060379,-79.3673172
2014,Theft Over,Bay Street Corridor (76),43.6674385,-79.3885193
2014,Theft Over,Agincourt South-Malvern West (128),43.7920647,-79.2598114
2014,Theft Over,Woburn (137),43.7828026,-79.2213745
2014,Break and Enter,Pleasant View (46),43.7846489,-79.339119
2014,Break and Enter,Woburn (137),43.757843,-79.2247086
2014,Robbery,Moss Park (73),43.6563683,-79.3675995
2014,Assault,Highland Creek (134),43.785347,-79.1933441
2014,Assault,Highland Creek (134),43.785347,-79.1933441
2014,Break and Enter,Markland Wood (12),43.6339798,-79.5769119
2014,Robbery,Oakwood Village (107),43.6953163,-79.450119
2014,Assault,Waterfront Communities-The Island (77),43.6478081,-79.3959656
2014,Break and Enter,Church-Yonge Corridor (75),43.6481552,-79.3760452
2014,Assault,Annex (95),43.6729927,-79.4021378
2014,Break and Enter,Lawrence Park South (103),43.7220459,-79.3988724
2014,Assault,Church-Yonge Corridor (75),43.6613731,-79.38311
2014,Assault,Church-Yonge Corridor (75),43.6613731,-79.38311
2014,Assault,Bayview Village (52),43.7681923,-79.3884125
2014,Break and Enter,Church-Yonge Corridor (75),43.6606712,-79.3788757
2014,Break and Enter,Tam O'Shanter-Sullivan (118),43.7779846,-79.311203
2014,Assault,West Humber-Clairville (1),43.7330933,-79.6116486
2014,Break and Enter,Bendale (127),43.7700691,-79.2613297
2014,Break and Enter,Scarborough Village (139),43.7443428,-79.213768
2014,Robbery,Regent Park (72),43.6583023,-79.3595047
2014,Break and Enter,Kennedy Park (124),43.7298012,-79.263298
2014,Assault,West Humber-Clairville (1),43.699749,-79.6014709
2014,Assault,Waterfront Communities-The Island (77),43.6478386,-79.3707886
2014,Break and Enter,Birchcliffe-Cliffside (122),43.6872406,-79.271698
2014,Break and Enter,Pelmo Park-Humberlea (23),43.7093773,-79.5176544
2014,Assault,Roncesvalles (86),43.6405869,-79.4366684
2014,Assault,Guildwood (140),43.747509,-79.1992416
2014,Break and Enter,Humewood-Cedarvale (106),43.6899872,-79.4254456
2014,Break and Enter,Humewood-Cedarvale (106),43.6983337,-79.4268799
2014,Assault,Tam O'Shanter-Sullivan (118),43.7795639,-79.30439
2014,Assault,Old East York (58),43.696167,-79.3186722
2014,Assault,Thistletown-Beaumond Heights (3),43.7384567,-79.5764389
2014,Assault,Weston (113),43.7040405,-79.5092392
2014,Assault,O'Connor-Parkview (54),43.7082253,-79.302124
2014,Assault,O'Connor-Parkview (54),43.7082253,-79.302124
2014,Robbery,St.Andrew-Windfields (40),43.7548523,-79.360405
2014,Break and Enter,East End-Danforth (62),43.6909599,-79.2942505
2014,Assault,Dovercourt-Wallace Emerson-Junction (93),43.6655006,-79.4524231
2014,Assault,Bay Street Corridor (76),43.6581764,-79.3864136
2014,Assault,Bay Street Corridor (76),43.6581764,-79.3864136
2014,Assault,Junction Area (90),43.6772308,-79.4719086
2014,Break and Enter,Leaside-Bennington (56),43.6942863,-79.3744354
2014,Break and Enter,Woodbine-Lumsden (60),43.6950378,-79.3134003
2014,Break and Enter,Bridle Path-Sunnybrook-York Mills (41),43.7447624,-79.3852844
2014,Assault,Hillcrest Village (48),43.8111877,-79.3607788
2014,Break and Enter,Dovercourt-Wallace Emerson-Junction (93),43.6670532,-79.4251633
2014,Break and Enter,Eglinton East (138),43.7360458,-79.2587738
2014,Assault,Dovercourt-Wallace Emerson-Junction (93),43.6611519,-79.4294357
2014,Break and Enter,The Beaches (63),43.6662216,-79.3047409
2014,Break and Enter,L'Amoreaux (117),43.7992477,-79.2971115
2014,Robbery,Roncesvalles (86),43.6538849,-79.4518433
2014,Assault,O'Connor-Parkview (54),43.7105293,-79.3089523
2014,Assault,Mimico (includes Humber Bay Shores) (17),43.6120872,-79.5158234
2014,Assault,Kensington-Chinatown (78),43.656105,-79.3993149
2014,Break and Enter,West Humber-Clairville (1),43.7319679,-79.6080475
2014,Assault,Waterfront Communities-The Island (77),43.6416435,-79.3919067
2014,Assault,Newtonbrook West (36),43.7940407,-79.4383926
2014,Assault,Wexford/Maryvale (119),43.7423325,-79.2913742
2014,Assault,South Riverdale (70),43.662468,-79.3513565
2014,Assault,Roncesvalles (86),43.6421356,-79.4326172
2014,Assault,Roncesvalles (86),43.6421356,-79.4326172
2014,Assault,Mount Olive-Silverstone-Jamestown (2),43.7571678,-79.5903625
2014,Break and Enter,Eringate-Centennial-West Deane (11),43.6415291,-79.5819473
2014,Assault,New Toronto (18),43.6017227,-79.5097961
2014,Assault,Danforth East York (59),43.6898842,-79.3298035
2014,Assault,Newtonbrook West (36),43.7859192,-79.4460526
2014,Break and Enter,Newtonbrook West (36),43.7859192,-79.4460526
2014,Assault,O'Connor-Parkview (54),43.7082253,-79.302124
2014,Assault,Runnymede-Bloor West Village (89),43.6502075,-79.4804688
2014,Robbery,York University Heights (27),43.7447815,-79.4864502
2014,Assault,Mount Pleasant East (99),43.7094574,-79.3849106
2014,Theft Over,Islington-City Centre West (14),43.619751,-79.5341263
2014,Assault,Kensington-Chinatown (78),43.6527672,-79.3934402
2014,Assault,Roncesvalles (86),43.6408424,-79.4354095
2014,Break and Enter,Lawrence Park South (103),43.7139778,-79.4118881
2014,Assault,Keelesdale-Eglinton West (110),43.6845474,-79.4749374
2014,Assault,High Park North (88),43.657547,-79.4652481
2014,Assault,High Park North (88),43.657547,-79.4652481
2014,Break and Enter,Moss Park (73),43.6532211,-79.3624115
2014,Assault,Parkwoods-Donalda (45),43.7559814,-79.3231659
2014,Assault,Rockcliffe-Smythe (111),43.6752319,-79.4814224
2014,Assault,Roncesvalles (86),43.6396904,-79.4411774
2014,Robbery,Maple Leaf (29),43.7188568,-79.4881287
2014,Theft Over,Englemount-Lawrence (32),43.7113686,-79.4327316
2014,Assault,Banbury-Don Mills (42),43.7376976,-79.3409805
2014,Assault,Scarborough Village (139),43.7442589,-79.2228928
2014,Assault,Taylor-Massey (61),43.6948357,-79.3047714
2014,Break and Enter,Eglinton East (138),43.7350769,-79.2556076
2014,Assault,Roncesvalles (86),43.6396904,-79.4411774
2014,Robbery,Dovercourt-Wallace Emerson-Junction (93),43.6619873,-79.4256592
2014,Assault,Waterfront Communities-The Island (77),43.6475716,-79.3884048
2014,Assault,Waterfront Communities-The Island (77),43.6475716,-79.3884048
2014,Robbery,Cabbagetown-South St.James Town (71),43.6645203,-79.3708878
2014,Assault,Guildwood (140),43.747509,-79.1992416
2014,Assault,Black Creek (24),43.7572365,-79.5177307
2014,Theft Over,Moss Park (73),43.6518936,-79.3698578
2014,Assault,Clairlea-Birchmount (120),43.7057724,-79.2783966
2014,Assault,Clairlea-Birchmount (120),43.7057724,-79.2783966
2014,Assault,Woburn (137),43.7597198,-79.2421646
2014,Assault,Waterfront Communities-The Island (77),43.6465149,-79.3939362
2014,Break and Enter,High Park-Swansea (87),43.6491394,-79.4815598
2014,Assault,Mimico (includes Humber Bay Shores) (17),43.6108513,-79.4961548
2014,Assault,Mimico (includes Humber Bay Shores) (17),43.6108513,-79.4961548
2014,Assault,Guildwood (140),43.7564316,-79.1833267
2014,Assault,Guildwood (140),43.7564316,-79.1833267
2014,Robbery,Bay Street Corridor (76),43.6512184,-79.384964
2014,Robbery,Bay Street Corridor (76),43.6512184,-79.384964
2014,Robbery,Bay Street Corridor (76),43.6512184,-79.384964
2014,Break and Enter,O'Connor-Parkview (54),43.7083473,-79.3106537
2014,Break and Enter,Woodbine Corridor (64),43.6667404,-79.3148499
2014,Assault,Birchcliffe-Cliffside (122),43.6878777,-79.2688522
2014,Break and Enter,Rosedale-Moore Park (98),43.6767273,-79.3722076
2014,Assault,Islington-City Centre West (14),43.6123085,-79.5626755
2014,Assault,Downsview-Roding-CFB (26),43.7255173,-79.5132065
2014,Assault,Woodbine Corridor (64),43.673214,-79.317894
2014,Assault,Rosedale-Moore Park (98),43.6711235,-79.3871536
2014,Break and Enter,Keelesdale-Eglinton West (110),43.6819496,-79.4737625
2014,Break and Enter,Wexford/Maryvale (119),43.7663269,-79.3071976
2014,Assault,Annex (95),43.6755562,-79.3969421
2014,Robbery,Little Portugal (84),43.6496544,-79.4314499
2014,Break and Enter,Rouge (131),43.8224869,-79.211937
2014,Assault,Clairlea-Birchmount (120),43.7279472,-79.2827606
2014,Break and Enter,Church-Yonge Corridor (75),43.6639061,-79.3841553
2014,Assault,Corso Italia-Davenport (92),43.6787529,-79.4433823
2014,Assault,Corso Italia-Davenport (92),43.6787529,-79.4433823
2014,Assault,Corso Italia-Davenport (92),43.6787529,-79.4433823
2014,Assault,Danforth (66),43.6833687,-79.3236389
2014,Assault,Glenfield-Jane Heights (25),43.7393913,-79.5132217
2014,Assault,Glenfield-Jane Heights (25),43.7393913,-79.5132217
2014,Break and Enter,Wychwood (94),43.6824226,-79.4219742
2014,Assault,Bendale (127),43.7725296,-79.2546463
2014,Assault,Waterfront Communities-The Island (77),43.6453743,-79.3920593
2014,Assault,Scarborough Village (139),43.7424889,-79.2221069
2014,Assault,Downsview-Roding-CFB (26),43.7190781,-79.5081558
2014,Assault,West Humber-Clairville (1),43.7233429,-79.5918808
2014,Robbery,Rockcliffe-Smythe (111),43.6772423,-79.4961472
2014,Break and Enter,Cabbagetown-South St.James Town (71),43.6702614,-79.3704071
2014,Assault,Willowridge-Martingrove-Richview (7),43.676342,-79.5704117
2014,Assault,Willowridge-Martingrove-Richview (7),43.676342,-79.5704117
2014,Assault,Oakridge (121),43.6912346,-79.2883606
2014,Robbery,Trinity-Bellwoods (81),43.6485939,-79.4058685
2014,Assault,Dufferin Grove (83),43.6552162,-79.4370346
2014,Assault,Dufferin Grove (83),43.6552162,-79.4370346
2014,Assault,Church-Yonge Corridor (75),43.6522598,-79.3763733
2014,Robbery,Tam O'Shanter-Sullivan (118),43.7787323,-79.3079071
2014,Break and Enter,Mount Olive-Silverstone-Jamestown (2),43.7383919,-79.5826874
2014,Assault,Rosedale-Moore Park (98),43.6711235,-79.3871536
2014,Theft Over,The Beaches (63),43.6642838,-79.310112
2014,Assault,University (79),43.6564827,-79.4077225
2014,Assault,Mount Olive-Silverstone-Jamestown (2),43.756237,-79.5883484
2014,Assault,Church-Yonge Corridor (75),43.6570396,-79.3812256
2014,Break and Enter,Elms-Old Rexdale (5),43.7227325,-79.5528641
2014,Robbery,Agincourt South-Malvern West (128),43.7836914,-79.2810898
2014,Robbery,Dufferin Grove (83),43.6577377,-79.4313507
2014,Assault,York University Heights (27),43.7439919,-79.4919891
2014,Assault,York University Heights (27),43.7439919,-79.4919891
2014,Break and Enter,University (79),43.6603241,-79.4065323
2014,Theft Over,Forest Hill North (102),43.7056847,-79.4239883
2014,Assault,Newtonbrook West (36),43.7793198,-79.4264221
2014,Assault,East End-Danforth (62),43.6884499,-79.3005447
2014,Assault,Downsview-Roding-CFB (26),43.7255173,-79.5132065
2014,Break and Enter,Church-Yonge Corridor (75),43.6481552,-79.3760452
2014,Break and Enter,South Riverdale (70),43.6648445,-79.3416061
2014,Theft Over,Victoria Village (43),43.7359276,-79.3271637
2014,Break and Enter,Forest Hill North (102),43.7062149,-79.4266357
2014,Assault,Tam O'Shanter-Sullivan (118),43.7821121,-79.3035507
2014,Assault,West Humber-Clairville (1),43.7238922,-79.6158524
2014,Break and Enter,O'Connor-Parkview (54),43.7105293,-79.3089523
2014,Assault,Bay Street Corridor (76),43.6550255,-79.3871613
2014,Assault,Cliffcrest (123),43.7057419,-79.2421265
2014,Assault,Casa Loma (96),43.6836357,-79.4159241
2014,Assault,Rouge (131),43.7989273,-79.146225
2014,Break and Enter,High Park North (88),43.654911,-79.4767456
2014,Robbery,Briar Hill-Belgravia (108),43.6962624,-79.4476852
2014,Break and Enter,North St.James Town (74),43.6692467,-79.3728333
2014,Assault,Rustic (28),43.705162,-79.5044022
2014,Break and Enter,Danforth (66),43.6854057,-79.3140869
2014,Assault,Bayview Woods-Steeles (49),43.8019981,-79.3730621
2014,Theft Over,Niagara (82),43.629406,-79.4143982
2014,Break and Enter,East End-Danforth (62),43.6874847,-79.3049927
2014,Assault,New Toronto (18),43.6007652,-79.5052719
2014,Robbery,Eglinton East (138),43.7366982,-79.248085
2014,Robbery,Eglinton East (138),43.7366982,-79.248085
2014,Assault,Eglinton East (138),43.7366982,-79.248085
2014,Assault,Steeles (116),43.8097153,-79.3140793
2014,Assault,Steeles (116),43.8097153,-79.3140793
2014,Assault,Steeles (116),43.8097153,-79.3140793
2014,Assault,Birchcliffe-Cliffside (122),43.6986618,-79.259552
2014,Assault,Malvern (132),43.8078041,-79.2155991
2014,Theft Over,York University Heights (27),43.7667999,-79.4987411
2014,Assault,Flemingdon Park (44),43.7165565,-79.3373184
2014,Assault,Flemingdon Park (44),43.7165565,-79.3373184
2014,Assault,South Riverdale (70),43.6588783,-79.3498535
2014,Break and Enter,University (79),43.6579514,-79.4000473
2014,Assault,Black Creek (24),43.7619209,-79.5188217
2014,Assault,Church-Yonge Corridor (75),43.6590996,-79.3821182
2014,Assault,West Hill (136),43.7706146,-79.1868668
2014,Break and Enter,Guildwood (140),43.7485809,-79.2047043
2014,Assault,Bridle Path-Sunnybrook-York Mills (41),43.7243309,-79.3796234
2014,Assault,Kensington-Chinatown (78),43.6563072,-79.3983459
2014,Assault,Church-Yonge Corridor (75),43.6526833,-79.3780899
2014,Assault,Church-Yonge Corridor (75),43.6526833,-79.3780899
2014,Assault,Church-Yonge Corridor (75),43.6526833,-79.3780899
2014,Assault,Church-Yonge Corridor (75),43.6526833,-79.3780899
2014,Assault,Church-Yonge Corridor (75),43.6526833,-79.3780899
2014,Break and Enter,Downsview-Roding-CFB (26),43.7242546,-79.5215149
2014,Break and Enter,Kennedy Park (124),43.7274628,-79.2526016
2014,Assault,Mimico (includes Humber Bay Shores) (17),43.6172485,-79.5001144
2014,Assault,Dovercourt-Wallace Emerson-Junction (93),43.6598854,-79.4353638
2014,Assault,Danforth (66),43.6823616,-79.32827
2014,Break and Enter,Kennedy Park (124),43.7141609,-79.2711182
2014,Assault,Bay Street Corridor (76),43.6466064,-79.3830261
2014,Theft Over,Waterfront Communities-The Island (77),43.6454735,-79.3950424
2014,Assault,Mount Dennis (115),43.6879234,-79.4920197
2014,Break and Enter,Annex (95),43.6732254,-79.4010315
2014,Theft Over,Annex (95),43.6665268,-79.4045181
2014,Robbery,Dufferin Grove (83),43.6555481,-79.4304657
2014,Robbery,Dufferin Grove (83),43.6555481,-79.4304657
2014,Robbery,Oakridge (121),43.6943665,-79.2736511
2014,Assault,Bay Street Corridor (76),43.6517639,-79.3824234
2014,Assault,Ionview (125),43.7299652,-79.2778625
2014,Assault,Old East York (58),43.6958847,-79.3445892
2014,Break and Enter,Bridle Path-Sunnybrook-York Mills (41),43.7276955,-79.3828888
2014,Assault,Cabbagetown-South St.James Town (71),43.6643295,-79.3749313
2014,Assault,Taylor-Massey (61),43.6943817,-79.3006058
2014,Robbery,Taylor-Massey (61),43.6943817,-79.3006058
2014,Assault,Regent Park (72),43.6594429,-79.3660126
2014,Assault,West Hill (136),43.7630272,-79.1825562
2014,Break and Enter,Dovercourt-Wallace Emerson-Junction (93),43.6623611,-79.4444122
2014,Theft Over,Wexford/Maryvale (119),43.7421455,-79.3097916
2014,Assault,Mimico (includes Humber Bay Shores) (17),43.6157379,-79.4882278
2014,Robbery,Palmerston-Little Italy (80),43.6536026,-79.4263992
2014,Assault,Waterfront Communities-The Island (77),43.6443443,-79.3678131
2014,Break and Enter,L'Amoreaux (117),43.7856369,-79.319191
2014,Break and Enter,Birchcliffe-Cliffside (122),43.6877594,-79.2709198
2014,Robbery,Weston (113),43.7054939,-79.5098953
2014,Break and Enter,Malvern (132),43.8051834,-79.2266846
2014,Robbery,University (79),43.6640854,-79.4094849
2014,Assault,Dovercourt-Wallace Emerson-Junction (93),43.6601486,-79.4341125
2014,Assault,Kensington-Chinatown (78),43.6476784,-79.4041901
2014,Assault,Kensington-Chinatown (78),43.6476784,-79.4041901
2014,Break and Enter,Downsview-Roding-CFB (26),43.7291489,-79.498642
2014,Assault,Kensington-Chinatown (78),43.6545105,-79.4020309
2014,Assault,Kensington-Chinatown (78),43.6545105,-79.4020309
2014,Assault,Waterfront Communities-The Island (77),43.6463165,-79.3910904
2014,Assault,University (79),43.6641121,-79.3984451
2014,Assault,Cliffcrest (123),43.7201996,-79.244606
2014,Assault,Cliffcrest (123),43.7201996,-79.244606
2014,Assault,Stonegate-Queensway (16),43.6311455,-79.4856644
2014,Assault,Rosedale-Moore Park (98),43.6782112,-79.3900375
2014,Assault,Rosedale-Moore Park (98),43.6782112,-79.3900375
2014,Assault,West Hill (136),43.7719231,-79.1705856
2014,Assault,Woburn (137),43.7581863,-79.233078
2014,Break and Enter,Edenbridge-Humber Valley (9),43.6549683,-79.5266495
2014,Assault,West Humber-Clairville (1),43.7242584,-79.6207809
2014,Break and Enter,Newtonbrook West (36),43.7779274,-79.4360886
2014,Robbery,University (79),43.6626701,-79.4102478
2014,Assault,West Humber-Clairville (1),43.6808167,-79.5928497
2014,Break and Enter,Waterfront Communities-The Island (77),43.6414604,-79.380867
2014,Assault,Church-Yonge Corridor (75),43.6522598,-79.3763733
2014,Assault,Yorkdale-Glen Park (31),43.7204628,-79.4561691
2014,Robbery,Downsview-Roding-CFB (26),43.7315254,-79.4628754
2014,Assault,Flemingdon Park (44),43.7099991,-79.3343964
2014,Assault,Flemingdon Park (44),43.7099991,-79.3343964
2014,Assault,Willowdale West (37),43.7694778,-79.4271774
2014,Robbery,Niagara (82),43.6446953,-79.4057922
2014,Break and Enter,North Riverdale (68),43.6766663,-79.34655
2014,Assault,Kensington-Chinatown (78),43.6529465,-79.3980484
2014,Robbery,Kensington-Chinatown (78),43.6529465,-79.3980484
2014,Assault,West Humber-Clairville (1),43.6808167,-79.5928497
2014,Break and Enter,Agincourt South-Malvern West (128),43.7873917,-79.2692947
2014,Assault,Ionview (125),43.7308464,-79.2738876
2014,Assault,Ionview (125),43.7308464,-79.2738876
2014,Assault,Woodbine-Lumsden (60),43.6944237,-79.3082352
2014,Assault,Woodbine-Lumsden (60),43.6944237,-79.3082352
2014,Break and Enter,South Riverdale (70),43.6598663,-79.3454666
2014,Assault,Niagara (82),43.6411133,-79.4166412
2014,Break and Enter,Yorkdale-Glen Park (31),43.7054253,-79.4675674
2014,Robbery,Downsview-Roding-CFB (26),43.7239494,-79.4941559
2014,Robbery,Downsview-Roding-CFB (26),43.7239494,-79.4941559
